# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data
0,301,0:04.658.821,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,302,0:04.658.892,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,303,0:04.658.943,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,304,0:04.659.015,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 6B 07 5B 07 6D 00 00 00*
0,305,0:04.675.330,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,306,0:04.675.402,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,307,0:04.675.453,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,308,0:04.675.524,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 84 07 77 07 73 00 00 00*
0,309,0:04.691.821,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,310,0:04.691.892,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,311,0:04.691.943,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,312,0:04.692.015,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 99 07 90 07 73 00 00 00*
0,313,0:04.708.296,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,314,0:04.708.368,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,315,0:04.708.419,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,316,0:04.708.490,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 AE 07 A7 07 73 00 00 00*
0,317,0:04.726.394,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,318,0:04.726.466,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,319,0:04.726.517,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,320,0:04.726.588,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 C3 07 BF 07 73 00 00 00*
0,321,0:04.742.934,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,322,0:04.743.005,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,323,0:04.743.056,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,324,0:04.743.127,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 D9 07 D5 07 73 00 00 00*
0,325,0:04.759.427,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,326,0:04.759.499,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,327,0:04.759.550,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,328,0:04.759.621,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 EF 07 ED 07 73 00 00 00*
0,329,0:04.776.044,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,330,0:04.776.115,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,331,0:04.776.167,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,332,0:04.776.238,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 03 08 03 08 6D 00 00 00*
0,333,0:04.792.425,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,334,0:04.792.496,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,335,0:04.792.547,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,336,0:04.792.619,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 16 08 1A 08 6D 00 00 00*
0,337,0:04.808.917,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,338,0:04.808.988,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,339,0:04.809.039,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,340,0:04.809.111,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 2E 08 35 08 6D 00 00 00*
0,341,0:04.825.375,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,342,0:04.825.446,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,343,0:04.825.497,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,344,0:04.825.569,324.900 us,11 B,,SP,4B,Read Transaction,01 30 91 47 08 4F 08 74 00 00 00*
0,345,0:04.841.829,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,346,0:04.841.901,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,347,0:04.841.952,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,348,0:04.842.023,324.800 us,11 B,,SP,4B,Read Transaction,01 30 91 5C 08 66 08 74 00 00 00*
0,349,0:04.858.325,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,350,0:04.858.396,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,351,0:04.858.447,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,352,0:04.858.519,325.600 us,11 B,,SP,4B,Read Transaction,01 30 91 71 08 7C 08 74 00 00 00*
0,353,0:04.874.844,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,354,0:04.874.915,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,355,0:04.874.966,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,356,0:04.875.038,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 85 08 92 08 74 00 00 00*
0,357,0:04.892.988,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,358,0:04.893.060,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,359,0:04.893.111,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,360,0:04.893.182,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 9F 08 AB 08 74 00 00 00*
0,361,0:04.909.488,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,362,0:04.909.559,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,363,0:04.909.610,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,364,0:04.909.682,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 B7 08 C4 08 6E 00 00 00*
0,365,0:04.925.991,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,366,0:04.926.062,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,367,0:04.926.113,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,368,0:04.926.185,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 CF 08 DE 08 6E 00 00 00*
0,369,0:04.942.498,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,370,0:04.942.569,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,371,0:04.942.620,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,372,0:04.942.692,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 E5 08 F7 08 6E 00 00 00*
0,373,0:04.959.079,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,374,0:04.959.150,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,375,0:04.959.201,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,376,0:04.959.272,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 00 09 13 09 73 00 00 00*
0,377,0:04.975.417,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,378,0:04.975.489,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,379,0:04.975.540,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,380,0:04.975.611,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 1A 09 2C 09 73 00 00 00*
0,381,0:04.991.943,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,382,0:04.992.014,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,383,0:04.992.065,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,384,0:04.992.137,325.600 us,11 B,,SP,4B,Read Transaction,01 30 91 31 09 42 09 73 00 00 00*
0,385,0:05.008.436,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,386,0:05.008.507,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,387,0:05.008.558,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,388,0:05.008.630,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 47 09 59 09 6D 00 00 00*
0,389,0:05.024.947,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,390,0:05.025.019,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,391,0:05.025.070,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,392,0:05.025.141,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 5F 09 6F 09 6D 00 00 00*
0,393,0:05.041.424,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,394,0:05.041.496,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,395,0:05.041.547,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,396,0:05.041.618,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 7A 09 89 09 6D 00 00 00*
0,397,0:05.059.485,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,398,0:05.059.557,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,399,0:05.059.608,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,400,0:05.059.679,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 92 09 A1 09 6D 00 00 00*
0,401,0:05.076.016,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,402,0:05.076.087,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,403,0:05.076.138,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,404,0:05.076.210,324.700 us,11 B,,SP,4B,Read Transaction,01 30 91 A7 09 B9 09 6D 00 00 00*
0,405,0:05.092.504,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,406,0:05.092.575,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,407,0:05.092.626,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,408,0:05.092.697,325.600 us,11 B,,SP,4B,Read Transaction,01 30 91 BF 09 D2 09 6D 00 00 00*
0,409,0:05.108.993,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,410,0:05.109.065,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,411,0:05.109.116,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,412,0:05.109.187,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 D7 09 EB 09 73 00 00 00*
0,413,0:05.125.490,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,414,0:05.125.561,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,415,0:05.125.612,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,416,0:05.125.684,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 EF 09 02 0A 73 00 00 00*
0,417,0:05.141.997,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,418,0:05.142.069,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,419,0:05.142.120,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,420,0:05.142.191,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 05 0A 17 0A 73 00 00 00*
0,421,0:05.158.607,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,422,0:05.158.678,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,423,0:05.158.729,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,424,0:05.158.801,324.800 us,11 B,,SP,4B,Read Transaction,01 30 91 19 0A 2C 0A 6C 00 00 00*
0,425,0:05.174.988,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,426,0:05.175.059,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,427,0:05.175.110,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,428,0:05.175.182,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 2E 0A 42 0A 6C 00 00 00*
0,429,0:05.191.478,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,430,0:05.191.549,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,431,0:05.191.600,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,432,0:05.191.672,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 47 0A 5B 0A 71 00 00 00*
0,433,0:05.207.971,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,434,0:05.208.042,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,435,0:05.208.093,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,436,0:05.208.165,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 5F 0A 73 0A 71 00 00 00*
0,437,0:05.226.025,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,438,0:05.226.097,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,439,0:05.226.148,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,440,0:05.226.219,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 73 0A 8A 0A 71 00 00 00*
0,441,0:05.242.549,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,442,0:05.242.620,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,443,0:05.242.671,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,444,0:05.242.743,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 88 0A A0 0A 71 00 00 00*
0,445,0:05.259.042,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,446,0:05.259.113,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,447,0:05.259.164,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,448,0:05.259.235,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 A2 0A BA 0A 71 00 00 00*
0,449,0:05.275.553,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,450,0:05.275.624,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,451,0:05.275.675,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,452,0:05.275.746,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 BC 0A D2 0A 71 00 00 00*
0,453,0:05.292.052,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,454,0:05.292.124,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,455,0:05.292.175,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,456,0:05.292.246,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 D2 0A E9 0A 71 00 00 00*
0,457,0:05.308.556,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,458,0:05.308.628,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,459,0:05.308.679,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,460,0:05.308.750,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 E8 0A FF 0A 6C 00 00 00*
0,461,0:05.325.055,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,462,0:05.325.126,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,463,0:05.325.177,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,464,0:05.325.249,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 00 0B 1A 0B 71 00 00 00*
0,465,0:05.341.543,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,466,0:05.341.614,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,467,0:05.341.665,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,468,0:05.341.737,324.800 us,11 B,,SP,4B,Read Transaction,01 30 91 1C 0B 39 0B 76 00 00 00*
0,469,0:05.358.121,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,470,0:05.358.193,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,471,0:05.358.244,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,472,0:05.358.315,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 35 0B 53 0B 76 00 00 00*
0,473,0:05.374.542,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,474,0:05.374.613,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,475,0:05.374.664,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,476,0:05.374.736,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 4C 0B 6C 0B 71 00 00 00*
0,477,0:05.392.611,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,478,0:05.392.682,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,479,0:05.392.733,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,480,0:05.392.805,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 65 0B 87 0B 71 00 00 00*
0,481,0:05.409.140,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,482,0:05.409.211,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,483,0:05.409.262,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,484,0:05.409.334,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 82 0B A4 0B 71 00 00 00*
0,485,0:05.425.615,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,486,0:05.425.687,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,487,0:05.425.738,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,488,0:05.425.809,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 9D 0B C1 0B 71 00 00 00*
0,489,0:05.442.093,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,490,0:05.442.164,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,491,0:05.442.216,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,492,0:05.442.287,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 B3 0B DC 0B 71 00 00 00*
0,493,0:05.458.571,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,494,0:05.458.643,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,495,0:05.458.694,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,496,0:05.458.765,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 C9 0B F7 0B 71 00 00 00*
0,497,0:05.475.067,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,498,0:05.475.138,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,499,0:05.475.189,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,500,0:05.475.261,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 E3 0B 14 0C 71 00 00 00*
0,501,0:05.491.593,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,502,0:05.491.664,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,503,0:05.491.715,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,504,0:05.491.786,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 FB 0B 2F 0C 71 00 00 00*
0,505,0:05.508.079,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,506,0:05.508.150,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,507,0:05.508.201,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,508,0:05.508.273,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 12 0C 49 0C 71 00 00 00*
0,509,0:05.524.571,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,510,0:05.524.643,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,511,0:05.524.694,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,512,0:05.524.765,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 27 0C 62 0C 67 00 00 00*
0,513,0:05.541.065,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,514,0:05.541.137,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,515,0:05.541.188,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,516,0:05.541.259,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 3F 0C 7C 0C 67 00 00 00*
0,517,0:05.559.248,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,518,0:05.559.320,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,519,0:05.559.371,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,520,0:05.559.442,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 5A 0C 98 0C 6E 00 00 00*
0,521,0:05.575.679,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,522,0:05.575.750,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,523,0:05.575.801,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,524,0:05.575.873,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 71 0C AF 0C 6E 00 00 00*
0,525,0:05.592.162,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,526,0:05.592.234,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,527,0:05.592.285,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,528,0:05.592.356,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 87 0C C5 0C 6E 00 00 00*
0,529,0:05.608.656,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,530,0:05.608.728,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,531,0:05.608.779,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,532,0:05.608.850,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 9D 0C DA 0C 6E 00 00 00*
0,533,0:05.625.158,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,534,0:05.625.230,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,535,0:05.625.281,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,536,0:05.625.352,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 B6 0C EF 0C 6E 00 00 00*
0,537,0:05.641.651,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,538,0:05.641.723,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,539,0:05.641.774,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,540,0:05.641.845,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 CE 0C 04 0D 6E 00 00 00*
0,541,0:05.658.152,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,542,0:05.658.224,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,543,0:05.658.275,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,544,0:05.658.346,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 E5 0C 1A 0D 69 00 00 00*
0,545,0:05.674.646,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,546,0:05.674.718,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,547,0:05.674.769,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,548,0:05.674.840,325.600 us,11 B,,SP,4B,Read Transaction,01 30 91 F9 0C 2C 0D 62 00 00 00*
0,549,0:05.691.141,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,550,0:05.691.213,49.900 us,1 B,,SP,4B,Read Transaction,01*
0,551,0:05.691.264,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,552,0:05.691.335,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 12 0D 44 0D 62 00 00 00*
0,553,0:05.707.626,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,554,0:05.707.698,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,555,0:05.707.749,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,556,0:05.707.820,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 2C 0D 5C 0D 69 00 00 00*
0,557,0:05.725.765,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,558,0:05.725.836,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,559,0:05.725.888,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,560,0:05.725.959,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 42 0D 72 0D 69 00 00 00*
0,561,0:05.742.389,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,562,0:05.742.461,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,563,0:05.742.512,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,564,0:05.742.583,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 57 0D 87 0D 69 00 00 00*
0,565,0:05.758.784,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,566,0:05.758.856,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,567,0:05.758.907,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,568,0:05.758.978,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 6F 0D 9F 0D 69 00 00 00*
0,569,0:05.775.308,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,570,0:05.775.379,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,571,0:05.775.430,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,572,0:05.775.501,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 87 0D B7 0D 69 00 00 00*
0,573,0:05.791.786,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,574,0:05.791.858,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,575,0:05.791.909,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,576,0:05.791.980,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 A0 0D D1 0D 64 00 00 00*
0,577,0:05.808.280,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,578,0:05.808.352,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,579,0:05.808.403,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,580,0:05.808.474,324.000 us,11 B,,SP,4B,Read Transaction,01 30 91 B6 0D E9 0D 5F 00 00 00*
0,581,0:05.824.801,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,582,0:05.824.873,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,583,0:05.824.924,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,584,0:05.824.995,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 CB 0D 02 0E 5F 00 00 00*
0,585,0:05.841.265,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,586,0:05.841.337,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,587,0:05.841.388,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,588,0:05.841.459,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 E2 0D 1D 0E 5F 00 00 00*
0,589,0:05.857.751,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,590,0:05.857.822,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,591,0:05.857.873,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,592,0:05.857.944,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 FB 0D 37 0E 67 00 00 00*
0,593,0:05.874.248,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,594,0:05.874.320,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,595,0:05.874.371,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,596,0:05.874.442,325.000 us,11 B,,SP,4B,Read Transaction,01 30 91 11 0E 4D 0E 67 00 00 00*
0,597,0:05.891.450,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,598,0:05.891.521,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,599,0:05.891.572,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,600,0:05.891.644,318.500 us,11 B,,SP,4B,Read Transaction,01 29 12 02 07 02 01 16 00 00 00*
0,601,0:05.892.469,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,602,0:05.892.540,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,603,0:05.892.591,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,604,0:05.892.663,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 25 0E 64 0E 67 00 00 00*
0,605,0:05.908.903,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,606,0:05.908.974,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,607,0:05.909.025,70.200 us,2 B,,SP,4B,Write Transaction,82 01
