# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data
0,297,0:06.322.344,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,298,0:06.322.416,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,299,0:06.322.467,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,300,0:06.322.538,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 AC 04 D4 0B 6B 00 00 00*
0,301,0:06.338.881,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,302,0:06.338.952,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,303,0:06.339.003,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,304,0:06.339.074,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 BB 04 BF 0B 6B 00 00 00*
0,305,0:06.355.496,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,306,0:06.355.568,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,307,0:06.355.619,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,308,0:06.355.690,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 CB 04 A6 0B 6B 00 00 00*
0,309,0:06.371.880,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,310,0:06.371.952,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,311,0:06.372.003,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,312,0:06.372.074,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 DA 04 8F 0B 6B 00 00 00*
0,313,0:06.388.363,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,314,0:06.388.435,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,315,0:06.388.486,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,316,0:06.388.557,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 ED 04 72 0B 6B 00 00 00*
0,317,0:06.404.857,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,318,0:06.404.928,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,319,0:06.404.979,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,320,0:06.405.051,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 02 05 54 0B 70 00 00 00*
0,321,0:06.421.384,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,322,0:06.421.456,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,323,0:06.421.507,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,324,0:06.421.578,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 18 05 36 0B 70 00 00 00*
0,325,0:06.437.901,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,326,0:06.437.972,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,327,0:06.438.023,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,328,0:06.438.095,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 2E 05 14 0B 68 00 00 00*
0,329,0:06.454.387,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,330,0:06.454.458,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,331,0:06.454.509,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,332,0:06.454.581,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 45 05 F2 0A 68 00 00 00*
0,333,0:06.470.881,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,334,0:06.470.953,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,335,0:06.471.004,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,336,0:06.471.075,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 62 05 CB 0A 6D 00 00 00*
0,337,0:06.488.949,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,338,0:06.489.020,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,339,0:06.489.071,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,340,0:06.489.143,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 79 05 AB 0A 6D 00 00 00*
0,341,0:06.505.467,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,342,0:06.505.538,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,343,0:06.505.589,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,344,0:06.505.661,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 8E 05 8F 0A 6D 00 00 00*
0,345,0:06.521.943,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,346,0:06.522.015,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,347,0:06.522.066,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,348,0:06.522.137,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 A4 05 72 0A 6D 00 00 00*
0,349,0:06.538.453,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,350,0:06.538.524,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,351,0:06.538.575,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,352,0:06.538.647,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 BC 05 56 0A 6D 00 00 00*
0,353,0:06.555.056,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,354,0:06.555.127,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,355,0:06.555.178,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,356,0:06.555.250,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 D7 05 38 0A 6D 00 00 00*
0,357,0:06.571.465,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,358,0:06.571.536,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,359,0:06.571.587,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,360,0:06.571.659,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 EE 05 1D 0A 6D 00 00 00*
0,361,0:06.587.964,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,362,0:06.588.035,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,363,0:06.588.086,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,364,0:06.588.158,325.000 us,11 B,,SP,4B,Read Transaction,01 30 91 03 06 03 0A 6D 00 00 00*
0,365,0:06.604.462,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,366,0:06.604.533,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,367,0:06.604.585,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,368,0:06.604.656,324.900 us,11 B,,SP,4B,Read Transaction,01 30 91 19 06 E8 09 6D 00 00 00*
0,369,0:06.620.913,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,370,0:06.620.985,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,371,0:06.621.036,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,372,0:06.621.107,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 2F 06 D1 09 6D 00 00 00*
0,373,0:06.637.378,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,374,0:06.637.450,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,375,0:06.637.501,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,376,0:06.637.572,325.000 us,11 B,,SP,4B,Read Transaction,01 30 91 43 06 BC 09 72 00 00 00*
0,377,0:06.655.509,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,378,0:06.655.580,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,379,0:06.655.631,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,380,0:06.655.703,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 54 06 A9 09 72 00 00 00*
0,381,0:06.672.035,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,382,0:06.672.106,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,383,0:06.672.158,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,384,0:06.672.229,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 65 06 95 09 72 00 00 00*
0,385,0:06.688.533,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,386,0:06.688.605,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,387,0:06.688.656,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,388,0:06.688.727,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 75 06 82 09 6A 00 00 00*
0,389,0:06.705.030,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,390,0:06.705.102,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,391,0:06.705.153,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,392,0:06.705.224,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 86 06 6F 09 6A 00 00 00*
0,393,0:06.721.530,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,394,0:06.721.602,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,395,0:06.721.653,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,396,0:06.721.724,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 9B 06 57 09 6A 00 00 00*
0,397,0:06.738.116,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,398,0:06.738.188,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,399,0:06.738.239,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,400,0:06.738.310,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 AF 06 41 09 71 00 00 00*
0,401,0:06.754.526,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,402,0:06.754.597,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,403,0:06.754.648,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,404,0:06.754.719,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 C1 06 2B 09 71 00 00 00*
0,405,0:06.771.005,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,406,0:06.771.077,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,407,0:06.771.128,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,408,0:06.771.199,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 D2 06 16 09 71 00 00 00*
0,409,0:06.787.523,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,410,0:06.787.595,49.900 us,1 B,,SP,4B,Read Transaction,01*
0,411,0:06.787.646,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,412,0:06.787.717,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 E2 06 02 09 6C 00 00 00*
0,413,0:06.804.005,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,414,0:06.804.077,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,415,0:06.804.128,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,416,0:06.804.199,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 F3 06 ED 08 6C 00 00 00*
0,417,0:06.822.181,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,418,0:06.822.252,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,419,0:06.822.303,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,420,0:06.822.375,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 06 07 D9 08 71 00 00 00*
0,421,0:06.838.711,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,422,0:06.838.782,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,423,0:06.838.833,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,424,0:06.838.905,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 18 07 C5 08 71 00 00 00*
0,425,0:06.855.236,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,426,0:06.855.308,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,427,0:06.855.359,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,428,0:06.855.430,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 2C 07 AC 08 71 00 00 00*
0,429,0:06.871.718,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,430,0:06.871.790,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,431,0:06.871.841,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,432,0:06.871.912,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 3E 07 92 08 71 00 00 00*
0,433,0:06.888.218,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,434,0:06.888.289,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,435,0:06.888.340,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,436,0:06.888.412,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 53 07 77 08 71 00 00 00*
0,437,0:06.904.690,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,438,0:06.904.762,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,439,0:06.904.813,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,440,0:06.904.884,325.000 us,11 B,,SP,4B,Read Transaction,01 30 91 69 07 5F 08 71 00 00 00*
0,441,0:06.921.183,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,442,0:06.921.254,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,443,0:06.921.305,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,444,0:06.921.377,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 7E 07 48 08 71 00 00 00*
0,445,0:06.937.806,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,446,0:06.937.878,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,447,0:06.937.929,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,448,0:06.938.000,325.000 us,11 B,,SP,4B,Read Transaction,01 30 91 92 07 32 08 71 00 00 00*
0,449,0:06.954.177,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,450,0:06.954.249,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,451,0:06.954.300,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,452,0:06.954.371,325.600 us,11 B,,SP,4B,Read Transaction,01 30 91 A6 07 1B 08 6C 00 00 00*
0,453,0:06.970.678,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,454,0:06.970.749,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,455,0:06.970.800,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,456,0:06.970.872,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 BC 07 05 08 6C 00 00 00*
0,457,0:06.988.745,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,458,0:06.988.817,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,459,0:06.988.868,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,460,0:06.988.939,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 D8 07 E9 07 6C 00 00 00*
0,461,0:07.005.284,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,462,0:07.005.355,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,463,0:07.005.406,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,464,0:07.005.477,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 EF 07 D2 07 6C 00 00 00*
0,465,0:07.021.757,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,466,0:07.021.828,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,467,0:07.021.879,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,468,0:07.021.951,325.600 us,11 B,,SP,4B,Read Transaction,01 30 91 07 08 B7 07 6C 00 00 00*
0,469,0:07.038.256,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,470,0:07.038.327,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,471,0:07.038.379,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,472,0:07.038.450,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 1D 08 9F 07 6C 00 00 00*
0,473,0:07.054.753,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,474,0:07.054.825,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,475,0:07.054.876,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,476,0:07.054.947,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 36 08 87 07 72 00 00 00*
0,477,0:07.071.265,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,478,0:07.071.337,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,479,0:07.071.388,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,480,0:07.071.459,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 4D 08 71 07 72 00 00 00*
0,481,0:07.087.772,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,482,0:07.087.843,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,483,0:07.087.895,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,484,0:07.087.966,325.000 us,11 B,,SP,4B,Read Transaction,01 30 91 63 08 5B 07 72 00 00 00*
0,485,0:07.104.271,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,486,0:07.104.342,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,487,0:07.104.393,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,488,0:07.104.465,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 78 08 46 07 66 00 00 00*
0,489,0:07.120.744,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,490,0:07.120.815,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,491,0:07.120.866,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,492,0:07.120.938,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 90 08 2C 07 66 00 00 00*
0,493,0:07.137.329,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,494,0:07.137.400,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,495,0:07.137.452,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,496,0:07.137.523,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 AB 08 0F 07 71 00 00 00*
0,497,0:07.155.293,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,498,0:07.155.364,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,499,0:07.155.415,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,500,0:07.155.486,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 C1 08 F7 06 71 00 00 00*
0,501,0:07.171.823,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,502,0:07.171.894,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,503,0:07.171.946,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,504,0:07.172.017,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 D7 08 DF 06 71 00 00 00*
0,505,0:07.188.321,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,506,0:07.188.393,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,507,0:07.188.444,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,508,0:07.188.515,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 EE 08 C5 06 71 00 00 00*
0,509,0:07.204.805,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,510,0:07.204.877,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,511,0:07.204.928,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,512,0:07.204.999,325.000 us,11 B,,SP,4B,Read Transaction,01 30 91 05 09 AB 06 71 00 00 00*
0,513,0:07.221.278,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,514,0:07.221.350,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,515,0:07.221.401,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,516,0:07.221.472,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 1E 09 90 06 71 00 00 00*
0,517,0:07.237.791,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,518,0:07.237.862,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,519,0:07.237.913,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,520,0:07.237.984,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 35 09 75 06 71 00 00 00*
0,521,0:07.254.292,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,522,0:07.254.363,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,523,0:07.254.414,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,524,0:07.254.486,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 4B 09 5A 06 6C 00 00 00*
0,525,0:07.270.771,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,526,0:07.270.842,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,527,0:07.270.893,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,528,0:07.270.964,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 63 09 3D 06 6C 00 00 00*
0,529,0:07.287.265,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,530,0:07.287.336,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,531,0:07.287.387,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,532,0:07.287.459,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 7C 09 20 06 72 00 00 00*
0,533,0:07.303.789,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,534,0:07.303.860,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,535,0:07.303.911,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,536,0:07.303.983,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 93 09 07 06 72 00 00 00*
0,537,0:07.320.961,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,538,0:07.321.033,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,539,0:07.321.084,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,540,0:07.321.155,318.400 us,11 B,,SP,4B,Read Transaction,01 29 12 02 07 02 01 16 00 00 00*
0,541,0:07.322.014,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,542,0:07.322.085,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,543,0:07.322.136,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,544,0:07.322.208,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 A9 09 ED 05 6D 00 00 00*
0,545,0:07.338.561,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,546,0:07.338.632,49.700 us,1 B,,SP,4B,Read Transaction,01*
0,547,0:07.338.683,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,548,0:07.338.755,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 BE 09 D5 05 68 00 00 00*
0,549,0:07.354.940,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,550,0:07.355.012,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,551,0:07.355.063,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,552,0:07.355.134,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 DB 09 B5 05 6E 00 00 00*
0,553,0:07.371.438,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,554,0:07.371.510,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,555,0:07.371.561,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,556,0:07.371.632,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 F5 09 9A 05 6E 00 00 00*
0,557,0:07.387.920,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,558,0:07.387.992,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,559,0:07.388.043,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,560,0:07.388.114,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 0C 0A 7F 05 6E 00 00 00*
0,561,0:07.404.423,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,562,0:07.404.495,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,563,0:07.404.546,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,564,0:07.404.617,325.700 us,11 B,,SP,4B,Read Transaction,01 30 91 24 0A 62 05 6E 00 00 00*
0,565,0:07.420.935,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,566,0:07.421.007,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,567,0:07.421.058,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,568,0:07.421.129,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 3E 0A 47 05 6E 00 00 00*
0,569,0:07.437.440,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,570,0:07.437.511,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,571,0:07.437.562,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,572,0:07.437.634,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 59 0A 2C 05 6E 00 00 00*
0,573,0:07.453.948,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,574,0:07.454.019,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,575,0:07.454.070,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,576,0:07.454.142,325.200 us,11 B,,SP,4B,Read Transaction,01 30 91 71 0A 12 05 6E 00 00 00*
0,577,0:07.470.451,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,578,0:07.470.522,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,579,0:07.470.573,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,580,0:07.470.645,325.300 us,11 B,,SP,4B,Read Transaction,01 30 91 88 0A F8 04 69 00 00 00*
0,581,0:07.488.583,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,582,0:07.488.654,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,583,0:07.488.706,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,584,0:07.488.777,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 A4 0A DA 04 70 00 00 00*
0,585,0:07.505.086,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,586,0:07.505.157,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,587,0:07.505.208,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,588,0:07.505.280,325.400 us,11 B,,SP,4B,Read Transaction,01 30 91 BE 0A BF 04 70 00 00 00*
0,589,0:07.521.684,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,590,0:07.521.755,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,591,0:07.521.807,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,592,0:07.521.878,324.900 us,11 B,,SP,4B,Read Transaction,01 30 91 D8 0A A5 04 70 00 00 00*
0,593,0:07.538.122,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,594,0:07.538.194,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,595,0:07.538.245,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,596,0:07.538.316,325.500 us,11 B,,SP,4B,Read Transaction,01 30 91 F0 0A 8B 04 6A 00 00 00*
0,597,0:07.554.608,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,598,0:07.554.680,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,599,0:07.554.731,70.100 us,2 B,,SP,4B,Write Transaction,82 01
0,600,0:07.554.802,325.100 us,11 B,,SP,4B,Read Transaction,01 30 91 0A 0B 73 04 6A 00 00 00*
0,601,0:07.571.101,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,602,0:07.571.173,49.800 us,1 B,,SP,4B,Read Transaction,01*
0,603,0:07.571.224,70.200 us,2 B,,SP,4B,Write Transaction,82 01
0,604,0:07.571.295,325.600 us,11 B,,SP,4B,Read Transaction,01 30 91 25 0B 5A 04 6A 00 00 00*
0,605,0:07.587.609,70.100 us,2 B,,SP,4B,Write Transaction,82 01
